Price,Close,High,Low,Open,Volume,Symbol
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,
Date,,,,,,
2000-01-03,0.8400942087173462,0.8443155585483794,0.7631675531258697,0.7870900051449747,535796800,AAPL
2000-01-04,0.7692659497261047,0.8302437604040961,0.7594153974126107,0.8124196075466867,512377600,AAPL
2000-01-05,0.7805225849151611,0.8297745344167374,0.7730180360241728,0.7786464351670466,778321600,AAPL
2000-01-06,0.7129774689674377,0.8030379717499876,0.7129774689674377,0.7964714723821259,767972800,AAPL
2000-01-07,0.7467504739761353,0.7580081746532202,0.7167306235573667,0.7242351728249103,460734400,AAPL
2000-01-10,0.7336168885231018,0.7673890485223157,0.7111015807744289,0.7655128981303111,505064000,AAPL
2000-01-11,0.6960912942886353,0.7458122871146873,0.679205247389368,0.7200137410035718,441548800,AAPL
2000-01-12,0.654344916343689,0.7167306730416629,0.6491846647215528,0.7129775213729977,976068800,AAPL
2000-01-13,0.726111114025116,0.7411210610079342,0.6942151207283294,0.7091073793778444,1032684800,AAPL
2000-01-14,0.7537859082221985,0.7673887064467647,0.7458123101866503,0.7505026590251218,390376000,AAPL
2000-01-18,0.7800539135932922,0.7955337212058807,0.7537863030123317,0.7580084558727419,459177600,AAPL
2000-01-19,0.7997547388076782,0.8161717891945548,0.7758322873045903,0.792718387685125,597643200,AAPL
2000-01-20,0.8518208265304565,0.9118605202568624,0.8518208265304565,0.8668307249113247,1831132800,AAPL
2000-01-21,0.8354038000106812,0.8574492989363172,0.8269603494225434,0.8574492989363172,495924800,AAPL
2000-01-24,0.7974098324775696,0.8461918984353769,0.7889663287963883,0.8138268377747966,440876800,AAPL
2000-01-25,0.8424394130706787,0.8490068149693389,0.768327804226175,0.7880281060660035,497145600,AAPL
2000-01-26,0.8269603848457336,0.856980285674758,0.8236771852148589,0.8255532849749379,367158400,AAPL
2000-01-27,0.8255532383918762,0.8480685886057037,0.8030379382795191,0.8166407379542044,340144000,AAPL
2000-01-28,0.7626985907554626,0.8321199031467528,0.7551940403401564,0.8119506003625363,423348800,AAPL
2000-01-31,0.7786465287208557,0.77958462875836,0.7092252721909219,0.7580082276928084,701680000,AAPL
2000-02-01,0.7523788809776306,0.7880280330071696,0.7505027812179574,0.7805226319390159,318035200,AAPL
2000-02-02,0.7415902614593506,0.7664507620581923,0.7279874112637873,0.756132013235965,464195200,AAPL
2000-02-03,0.7753633260726929,0.7823996775460846,0.7523789233094257,0.7528479733264711,475193600,AAPL
2000-02-04,0.8105433583259583,0.8255532581513001,0.7777084070971642,0.7800536068732729,425320000,AAPL
2000-02-07,0.8560425043106079,0.8574496548066154,0.7950646801781646,0.8105436863446892,441067200,AAPL
2000-02-08,0.8621406555175781,0.8715212558105291,0.8349349506900066,0.8555732533235055,408643200,AAPL
2000-02-09,0.845253586769104,0.8790265910176412,0.8438465369134227,0.8565112882529339,299364800,AAPL
2000-02-10,0.8518208265304565,0.8546350259097861,0.8255531787044044,0.8471304274296183,302982400,AAPL
2000-02-11,0.8161718845367432,0.8565113410375408,0.8124195843520946,0.8527590408528922,212251200,AAPL
2000-02-14,0.8691758513450623,0.8696449012630192,0.8152335576345833,0.8203929564277145,367539200,AAPL
2000-02-15,0.8930982351303101,0.9001345846141462,0.8644854907602433,0.864954540644663,485744000,AAPL
2000-02-16,0.856511116027832,0.8865318142864789,0.8415012178117032,0.8837168133145792,378246400,AAPL
2000-02-17,0.8621406555175781,0.8668309556640537,0.8490068531590319,0.8644858055908159,289497600,AAPL
2000-02-18,0.8349349498748779,0.8658928547082224,0.8321198980239899,0.8602644544567627,233441600,AAPL
2000-02-22,0.8541659116744995,0.8776193082540932,0.80069262039025,0.826491216343707,422296000,AAPL
2000-02-23,0.8724592924118042,0.8930984953695462,0.8330578882043242,0.8498271529299062,473099200,AAPL
2000-02-24,0.8646026849746704,0.8940367046790134,0.8386872422792472,0.8804338515929123,376432000,AAPL
2000-02-25,0.8283672332763672,0.8780882707559113,0.8264911340857539,0.8616712254537853,249144000,AAPL
2000-02-28,0.8499447107315063,0.8630785108906154,0.8133575600128512,0.8264913601719603,328328000,AAPL
2000-02-29,0.8602641820907593,0.8799644785602466,0.8447844329514118,0.8522897324664831,368961600,AAPL
2000-03-01,0.9779986143112183,0.9911324138424563,0.8893460686929909,0.8898151186472583,1077003200,AAPL
2000-03-02,0.9156140089035034,0.9601748733941239,0.9057634551789867,0.9531393218646191,311259200,AAPL
2000-03-03,0.9606434106826782,0.9624027737734668,0.9006037173177237,0.9371900124786166,323366400,AAPL
2000-03-06,0.9432887434959412,0.969087301542411,0.9381284907905929,0.9456338938768487,210560000,AAPL
2000-03-07,0.9221807718276978,0.9564228437993774,0.909046963678292,0.9489174383885589,273011200,AAPL
2000-03-08,0.9156140089035034,0.9301549637153486,0.8898154501830261,0.9221805103039777,271230400,AAPL
2000-03-09,0.917489767074585,0.9381280630046535,0.887469871869161,0.9071701681963777,276718400,AAPL
2000-03-10,0.9437574148178101,0.9601744629245995,0.9081082174096844,0.9132684680438684,248606400,AAPL
2000-03-13,0.910453736782074,0.9493860948179811,0.8968508840134728,0.9165519888770134,303956800,AAPL
2000-03-14,0.8574492335319519,0.9324997281871007,0.8555730337924071,0.9097498544172447,428579200,AAPL
2000-03-15,0.8724592924118042,0.9024799968062256,0.8565112910856886,0.8677689926067512,443609600,AAPL
2000-03-16,0.912329912185669,0.91561396434991,0.8593256469368,0.8804339037458011,378100800,AAPL
2000-03-17,0.9381279945373535,0.9381279945373535,0.8977885033978152,0.9015417039704311,305043200,AAPL
2000-03-20,0.923118531703949,0.9475099379536811,0.9184281310173016,0.9268716338364102,204489600,AAPL
2000-03-21,1.0127102136611938,1.0263129696583404,0.9127999188082341,0.9198354711892499,524328000,AAPL
2000-03-22,1.0821313858032227,1.0835393379077458,0.9873805479579583,0.9965275771986801,567996800,AAPL
2000-03-23,1.0605545043945312,1.1285686510958888,1.0507039544160062,1.0657138534459043,562564800,AAPL
2000-03-24,1.0408536195755005,1.0802550260101282,1.0169311653208337,1.0689973238527288,446913600,AAPL
2000-03-27,1.0474205017089844,1.0863528424939786,1.0272503557153574,1.0328796554514434,279182400,AAPL
2000-03-28,1.0441372394561768,1.065713632924763,1.0291264417059265,1.0300645414131295,202966400,AAPL
2000-03-29,1.0202151536941528,1.0464827563520356,1.0043839890994204,1.0460138065365185,239836800,AAPL
2000-03-30,0.9437574148178101,1.0333487568461084,0.9414121651752398,1.0023900587231231,414400000,AAPL
2000-03-31,1.019276738166809,1.0300644833802044,0.9456333100245405,0.9564219570641365,404633600,AAPL
2000-04-03,1.0005137920379639,1.0469515355052537,0.9714319969962041,1.0169308390458502,328563200,AAPL
2000-04-04,0.9554842710494995,0.9981689260331666,0.87621241106928,0.9953547260547255,660329600,AAPL
2000-04-05,0.9784683585166931,0.9972305550343913,0.9306235649817275,0.949151186446564,457665600,AAPL
2000-04-06,0.939536452293396,1.009426824258344,0.9249946960901794,0.9803450153024695,259627200,AAPL
2000-04-07,0.9887874126434326,0.9897254124897775,0.9418814081489855,0.9550152096509748,242435200,AAPL
2000-04-10,0.9381279945373535,0.9962924829179762,0.9362518952656457,0.9883180339332879,212262400,AAPL
2000-04-11,0.8963815569877625,0.9371900024818715,0.8860619576770017,0.9268713049974946,541822400,AAPL
2000-04-12,0.8199241161346436,0.8930985273201758,0.7870900623670575,0.8930985273201758,941136000,AAPL
2000-04-13,0.8541659116744995,0.9006036549386216,0.814295468158845,0.836810815049771,529827200,AAPL
2000-04-14,0.8396252989768982,0.8855931562111261,0.818047994456678,0.8203931946259181,667620800,AAPL
2000-04-17,0.9296859502792358,0.9301550004267788,0.8185172074968513,0.8218013100519986,409561600,AAPL
2000-04-18,0.9522007703781128,0.9522007703781128,0.8959124768998942,0.9268712737897956,390924800,AAPL
2000-04-19,0.9090466499328613,0.9775298684131065,0.8987270467144238,0.9470410106846826,520150400,AAPL
2000-04-20,0.8921600580215454,0.93625184556691,0.8785572117408889,0.9282781986288442,722120000,AAPL
2000-04-24,0.9043561816215515,0.9043561816215515,0.8612024781768602,0.8630785780266151,443620800,AAPL
2000-04-25,0.9629889726638794,0.9662730246424565,0.9160829626653518,0.9165520127450406,391641600,AAPL
2000-04-26,0.910453736782074,0.9606436972492114,0.9006039859740037,0.9503240947499669,366912000,AAPL
2000-04-27,0.9512619376182556,0.9531389390042215,0.8749220306727987,0.8794954930504549,326603200,AAPL
2000-04-28,0.9310927987098694,0.9568914530598358,0.9104536948645721,0.9540772529875197,249580800,AAPL
2000-05-01,0.9329688549041748,0.9390671057771792,0.9146757055322404,0.937190104259686,226195200,AAPL
2000-05-02,0.8846549391746521,0.947509742384343,0.8818407394247112,0.9249944409347269,236432000,AAPL
2000-05-03,0.8635476231575012,0.9099845762289333,0.8377490709550494,0.8926294252306746,489798400,AAPL
2000-05-04,0.8307127952575684,0.8649548519866216,0.8297746951510583,0.8640167518801114,399515200,AAPL
2000-05-05,0.8490067720413208,0.861202473124159,0.8309472444075243,0.8316507693216859,284076800,AAPL
2000-05-08,0.8264914155006409,0.8532280174839343,0.8255533154844594,0.8412667913643473,184900800,AAPL
2000-05-09,0.7913111448287964,0.8349346902129426,0.7870898459530117,0.8278983403617415,327140800,AAPL
2000-05-10,0.7453433871269226,0.7880280388239953,0.7411212357592407,0.7809916876945576,535091200,AAPL
2000-05-11,0.7716109752655029,0.7823996259609901,0.7429982246915631,0.7608223746714884,499744000,AAPL
2000-05-12,0.8077293038368225,0.8293057582309202,0.7862688844786043,0.7955336007134144,306913600,AAPL
